,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
2201,CHEMBL3415159,CC(C)c1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,inactive,308.3600000000001,3.690400000000002,0.0,4.0,4.999995657076895
2202,CHEMBL3415160,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(-c3ccccc3)n1-2,inactive,342.377,4.2340000000000035,0.0,4.0,4.999995657076895
2203,CHEMBL3415161,Fc1cc(-c2cccnc2)cc2c1-n1c(nnc1-c1ccccc1)CC2,inactive,342.37700000000007,4.234000000000003,0.0,4.0,4.999995657076895
2204,CHEMBL3415162,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(Cc3ccccc3)n1-2,inactive,356.40400000000005,4.1578000000000035,0.0,4.0,4.999995657076895
2205,CHEMBL3415163,O=C(c1ccccc1)c1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,inactive,370.38700000000006,3.798000000000002,0.0,5.0,4.999995657076895
2206,CHEMBL3415164,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(-c3ccncc3)n1-2,inactive,343.365,3.629000000000003,0.0,5.0,4.999995657076895
2207,CHEMBL3415165,Fc1cc(-c2cccnc2)cc2c1-n1c(nnc1-c1ccncc1)CC2,inactive,343.36500000000007,3.6290000000000022,0.0,5.0,4.999995657076895
2208,CHEMBL3415166,COc1cncc(-c2cc(F)c3c(c2)CCc2nnc(C)n2-3)c1,inactive,310.332,2.8840200000000014,0.0,5.0,4.999995657076895
2209,CHEMBL3415167,Cc1nnc2n1-c1c(F)cc(-c3cncc(C(C)O)c3)cc1CC2,inactive,324.35900000000015,2.928720000000001,1.0,5.0,4.999995657076895
2210,CHEMBL3415168,CC(=O)c1cncc(-c2cc(F)c3c(c2)CCc2nnc(C)n2-3)c1,inactive,322.343,3.0780200000000013,0.0,5.0,4.999995657076895
2211,CHEMBL3415169,Cc1nnc2n1-c1c(F)cc(-c3cncc(C(F)(F)F)c3)cc1CC2,inactive,348.3030000000001,3.8942200000000025,0.0,4.0,4.999995657076895
2212,CHEMBL3415170,Cc1nnc2n1-c1c(F)cc(-c3cncc(C#N)c3)cc1CC2,inactive,305.31600000000014,2.7471000000000005,0.0,5.0,4.999995657076895
2213,CHEMBL2331699,Cc1nnc2n1-c1c(F)cc(-c3cncc(F)c3)cc1CC2,inactive,298.2960000000001,3.014520000000001,0.0,4.0,4.999995657076895
2214,CHEMBL3415171,Cc1nnc2n1-c1c(F)cc(-c3cncc(-c4ccccc4)c3)cc1CC2,inactive,356.40400000000017,4.5424200000000035,0.0,4.0,4.999995657076895
2215,CHEMBL3415172,Cc1nnc2n1-c1c(F)cc(-c3cncc4ccccc34)cc1CC2,inactive,330.36600000000016,4.028620000000003,0.0,4.0,4.999995657076895
2216,CHEMBL3313969,Cc1ccncc1-c1cc(F)c2c(c1)CCc1nnc(C)n1-2,inactive,294.33299999999997,3.183840000000002,0.0,4.0,4.999995657076895
2217,CHEMBL3415173,Cc1c(F)cncc1-c1cc(F)c2c(c1)CCc1nnc(C)n1-2,inactive,312.323,3.322940000000002,0.0,4.0,4.999995657076895
2218,CHEMBL3415174,Fc1cncc(-c2cc(F)c3c(c2)CCc2nncn2-3)c1,inactive,284.26899999999995,2.706100000000001,0.0,4.0,4.999995657076895
2219,CHEMBL3415175,Cc1c(F)cncc1-c1cc(F)c2c(c1)CCc1nncn1-2,inactive,298.29599999999994,3.014520000000002,0.0,4.0,4.999995657076895
2220,CHEMBL428780,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,active,235.29000000000002,2.9934000000000003,0.0,3.0,5.301021309861201
2221,CHEMBL2417553,Cc1cncc(Cc2ccc(-c3ccccc3)nc2)c1,active,260.34000000000003,4.0428200000000025,0.0,2.0,5.301021309861201
2223,CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,active,226.279,2.637100000000001,0.0,3.0,5.301021309861201
2227,CHEMBL3421768,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCc2ccccc2)c1,active,306.32099999999997,4.235800000000002,0.0,4.0,5.615270348380166
2228,CHEMBL3421769,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,active,320.34799999999996,4.278300000000002,0.0,4.0,5.722597095923173
2229,CHEMBL3421770,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCCc2ccccc2)c1,active,334.375,4.668400000000003,0.0,4.0,5.30162973596506
2230,CHEMBL3421778,FC(F)(F)c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,active,343.348,5.388900000000004,0.0,2.0,5.679832934745768
2232,CHEMBL3421780,N#Cc1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,active,300.36099999999993,4.241780000000002,0.0,3.0,5.810762419833169
2241,CHEMBL3422039,NCCOc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(O)cc2)cc1,active,407.5130000000001,5.737100000000005,2.0,3.0,5.714420189270405
2246,CHEMBL3422034,NCCOc1ccc(/C(=C/c2ccccc2)c2ccc(O)cc2)cc1,active,331.415,4.318600000000003,2.0,3.0,5.201342450086851
2250,CHEMBL3422030,CCC(CC)=C(c1ccc(O)cc1)c1ccc(OCCN)cc1,active,311.425,4.351600000000002,2.0,3.0,5.879393168943227
2251,CHEMBL3422029,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(F)cc1,active,377.459,5.237900000000003,2.0,3.0,5.991357252434715
2254,CHEMBL3422046,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCO)cc1)c1ccccc1,inactive,360.453,5.132400000000005,2.0,3.0,4.515698736739214
2255,CHEMBL3422047,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCC(=O)O)cc1)c1ccccc1,active,374.436,5.224700000000004,2.0,3.0,5.4341403800063395
2256,CHEMBL3422050,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCCN)cc1)c1ccccc1,active,373.496,5.4889000000000046,2.0,3.0,5.9065432925013965
2257,CHEMBL3422051,CC/C(=C(/c1ccc(O)cc1)c1ccc(CCCN)cc1)c1ccccc1,active,357.49699999999996,5.652600000000005,2.0,2.0,5.134298023305679
2261,CHEMBL3582472,Fc1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,active,289.26000000000005,3.850500000000002,0.0,3.0,5.345525043398303
2262,CHEMBL3582477,CC(C)(O)c1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,active,329.3500000000001,3.9388000000000023,1.0,4.0,5.896846497451318
2263,CHEMBL3582478,CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1,active,311.36000000000007,3.7997000000000023,1.0,4.0,5.9909317238077815
2264,CHEMBL2430505,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,inactive,404.4950000000001,3.455300000000002,1.0,5.0,4.903086512649986
2265,CHEMBL2430506,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccccc3)nn2)cc1,active,434.5210000000002,3.367300000000002,1.0,6.0,5.026867526270814
2266,CHEMBL2430509,Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,active,448.5480000000001,3.6757200000000028,1.0,6.0,5.096904584360962
2267,CHEMBL2430510,O=Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,active,462.5310000000002,3.179800000000002,1.0,7.0,5.102367411345846
2268,CHEMBL2430511,O=[N+]([O-])c1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,active,479.5180000000002,3.275500000000002,1.0,8.0,5.53758702668745
2269,CHEMBL2430512,Cc1ccccc1OCc1cn(-c2ccc(S(=O)(=O)NCCc3ccccc3)cc2)nn1,active,448.5480000000002,3.675720000000002,1.0,6.0,5.46850830977847
2270,CHEMBL2430507,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3cccc4ccccc34)nn2)cc1,active,484.58100000000024,4.520500000000004,1.0,6.0,5.46850830977847
2271,CHEMBL2430508,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccc4ccccc4c3)nn2)cc1,active,484.58100000000024,4.520500000000003,1.0,6.0,5.886023241710154
2272,CHEMBL2430497,O=c1ccc2ccc(OCc3cn(-c4ccc(S(=O)(=O)NCCc5ccccc5)cc4)nn3)cc2o1,inactive,502.55200000000025,3.4737000000000027,1.0,8.0,4.903086512649986
2273,CHEMBL2430498,O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)c2ccccc2o1,active,502.55200000000025,3.473700000000002,1.0,8.0,5.74470336809566
2274,CHEMBL2430499,COc1ccc(CCNS(=O)(=O)c2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1OC,active,464.54700000000014,3.472500000000002,1.0,7.0,5.337232727236657
2275,CHEMBL2430501,COc1ccc(CCNS(=O)(=O)c2ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc2)cc1OC,active,539.5700000000002,3.2927000000000017,1.0,10.0,5.568620151158064
2276,CHEMBL3264672,CC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)nn1,inactive,488.56900000000024,3.7959000000000023,0.0,7.0,4.903086512649986
2277,CHEMBL3264675,O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cc3)nn2)c2ccccc2o1,inactive,514.5630000000003,3.6997000000000027,0.0,8.0,4.903086512649986
2278,CHEMBL3264684,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc1)CC2,inactive,551.5810000000001,3.5187000000000026,0.0,10.0,4.903086512649986
2279,CHEMBL3264679,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C)nn3)cc1)CC2,inactive,520.6110000000002,3.9189200000000026,0.0,8.0,4.903086512649986
2280,CHEMBL3264682,COC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4cc(OC)c(OC)cc4C3)cc2)nn1,inactive,564.6200000000002,3.3971000000000027,0.0,10.0,4.903086512649986
2281,CHEMBL3264681,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C(C)=O)nn3)cc1)CC2,inactive,548.6210000000001,3.813100000000003,0.0,9.0,4.903086512649986
2282,CHEMBL3264685,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2,inactive,564.6200000000001,3.431600000000002,0.0,10.0,4.903086512649986
2283,CHEMBL3589964,O=c1cc(OCc2cn(-c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)nn2)c2ccccc2o1,inactive,514.5630000000003,3.6997000000000027,0.0,8.0,4.903086512649986
2285,CHEMBL3589966,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4cc(=O)oc5ccccc45)nn3)c1)CC2,active,574.615,3.7169000000000025,0.0,10.0,5.74470336809566
2286,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,531.4399999999999,4.205800000000003,0.0,7.0,5.585009948716478
2304,CHEMBL479942,NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1,active,425.4480000000001,0.08040000000000025,2.0,9.0,5.5165410849057865
2324,CHEMBL3623216,C[C@]12CC(C#N)=C(O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,active,329.44000000000005,3.5145800000000023,2.0,4.0,5.999956572723137
2326,CHEMBL2282050,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3cccc(OCCCn4ccnc4)c3)C[C@@H]12,active,498.66700000000026,6.446500000000007,0.0,5.0,5.3565374532968395
2329,CHEMBL2003274,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccncc3)C[C@@H]12,active,375.51200000000006,5.175900000000005,0.0,3.0,5.283988304628546
2334,CHEMBL3623222,C[C@]12CC[C@H]3[C@@H](C[C@H]4OC[C@@]35CCC(=O)C=C45)[C@@H]1CCC2=O,inactive,300.3980000000001,3.076200000000002,0.0,3.0,4.356546336482021
2341,CHEMBL3623229,CCc1nc(C)cn1Cc1ccccc1CC(=O)O,active,258.32099999999997,2.4293200000000006,1.0,3.0,5.207601305808527
2342,CHEMBL3623230,c1ccc(Cn2c3ccccc3c3ccccc32)cc1,active,257.336,4.842800000000003,0.0,1.0,5.568620151158064
2344,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,active,270.24,2.576800000000001,3.0,5.0,5.920782564253433
2345,CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,active,222.243,3.4600000000000017,0.0,2.0,5.096904584360962
2346,CHEMBL274318,O=C1CC(c2ccccc2)Oc2ccccc21,active,224.259,3.3931000000000022,0.0,2.0,5.096904584360962
2347,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,302.23800000000006,1.988,5.0,7.0,4.920815134846772
2348,CHEMBL131921,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,inactive,284.267,2.8798000000000012,2.0,5.0,3.9469211721853505
2351,CHEMBL294361,COc1ccc2c(c1)C1C(CC2)C1c1ccncc1,inactive,251.32899999999998,3.5336000000000016,0.0,2.0,4.999995657076895
2352,CHEMBL188664,O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12,inactive,451.5470000000002,6.726300000000005,0.0,5.0,3.6777804984592337
2354,CHEMBL3623228,COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1O,inactive,344.3190000000001,2.579100000000001,1.0,7.0,4.917211040487787
2358,CHEMBL479942,NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1,active,425.4480000000001,0.08040000000000025,2.0,9.0,5.522864269038877
2362,CHEMBL3623212,COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,active,532.7250000000004,6.038700000000007,2.0,6.0,5.619770663061963
2363,CHEMBL3623220,C[C@]12CC[C@@H]3c4cc(NC(=O)c5ccncc5)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,inactive,390.48300000000023,4.464700000000003,2.0,4.0,4.5086369052180455
2364,CHEMBL3623221,C[C@]12CC[C@@H]3c4ccc(O)c(NC(=O)c5ccncc5)c4CC[C@H]3[C@@H]1CCC2=O,inactive,390.48300000000023,4.464700000000003,2.0,4.0,4.552840417608829
2366,CHEMBL3622437,COC(=O)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,inactive,320.35200000000003,2.52292,0.0,6.0,4.999995657076895
2367,CHEMBL2331704,COC(C)(C)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,inactive,334.423,3.617820000000002,0.0,5.0,4.952331913888259
2368,CHEMBL3622445,Cc1nnc2n1-c1ccc(-c3cncc([C@](C)(O)C(F)(F)F)c3)cc1CC2,inactive,374.3660000000001,3.506120000000002,1.0,5.0,4.522877297634477
2369,CHEMBL3747562,CCS(=O)(=O)NCc1cncc(-c2c(C#N)c3ccc(Cl)cc3n2C)c1,active,388.88000000000005,3.2046800000000015,1.0,5.0,5.46850830977847
2374,CHEMBL132530,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,302.41400000000004,3.973100000000003,1.0,3.0,5.920782564253433
2378,CHEMBL3754516,C[C@]12CC[C@H](OC=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,330.4240000000001,3.238900000000002,0.0,4.0,5.769525532638841
2379,CHEMBL3752351,CC(=O)O[C@@H]1C=C2C(=O)C[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CC1,active,344.45100000000014,3.6290000000000022,0.0,4.0,5.769525532638841
2380,CHEMBL3752280,C[C@]12CCCC=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,286.415,4.087400000000003,0.0,2.0,5.769525532638841
2382,CHEMBL3754489,C[C@]12CCC(=O)C(Oc3ccccc3)=C1C[C@@H](Sc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,486.67700000000036,7.264900000000007,0.0,4.0,5.782489735705973
2384,CHEMBL2113524,C[C@]12CCC(=O)C(SC(F)F)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,368.4890000000002,5.370900000000004,0.0,3.0,5.568620151158064
2392,CHEMBL3753645,C[C@]12CCC(=O)C=C1[C@@H](OC(=O)CBr)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,423.34700000000026,4.004000000000003,0.0,4.0,5.552826458417537
2395,CHEMBL3753463,C[C@]12C=CC(=O)C=C1[C@@H](CC=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,326.4360000000001,3.6785000000000023,0.0,3.0,5.602042619896112
2396,CHEMBL3752191,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,inactive,521.6540000000005,4.593000000000004,1.0,7.0,4.999995657076895
2400,CHEMBL3753778,C[C@]12CC[C@H]3[C@@H](/C(=N/OCCCn4ccnc4)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,active,427.5890000000003,3.9403000000000037,2.0,6.0,5.508624296892266
2401,CHEMBL3752381,CC(=O)O[C@H]1CC[C@@]2(C)C(=C/C(=N\OCCCn3ccnc3)[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]32)C1,inactive,511.66300000000035,5.081900000000005,0.0,8.0,4.920815134846772
2403,CHEMBL3753182,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(=O)C(F)(F)F)[C@@H]1CCC2=O,inactive,368.3950000000001,4.198900000000004,0.0,3.0,4.585024981669002
2406,CHEMBL3751861,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CC[C@@H]5O)[C@@H]1CC[C@@H]2O,inactive,317.42900000000003,3.119000000000002,2.0,4.0,3.919012592678904
2407,CHEMBL3752050,C[C@]12CCC(=O)c3onc(c31)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,313.3970000000001,3.4765000000000024,0.0,4.0,5.723745051978275
2408,CHEMBL3752637,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,inactive,315.413,3.268300000000002,1.0,4.0,4.731185757577869
2409,CHEMBL3623216,C[C@]12CC(C#N)=C(O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,active,329.44000000000005,3.5145800000000023,2.0,4.0,5.991442408215753
2411,CHEMBL3752216,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2C)cc1,active,430.5920000000002,5.571700000000005,0.0,4.0,5.739904750336289
2412,CHEMBL3754253,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN(c4ccccc4)[C@H](c4ccccc4)[C@H]3C[C@@H]12,active,462.6370000000001,7.137900000000007,0.0,3.0,5.739904750336289
2413,CHEMBL3754378,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1,active,492.66300000000024,7.146500000000008,0.0,4.0,5.739904750336289
2414,CHEMBL3752689,COc1cc(/C=C2\C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1,active,528.6930000000003,6.455100000000007,0.0,6.0,5.3565374532968395
2415,CHEMBL3623212,COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,active,532.7250000000004,6.038700000000007,2.0,6.0,5.619770663061963
2416,CHEMBL3754157,C[C@]12CCC(=O)C3=C1C(=Nc1ccccc1S3)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,inactive,405.5630000000003,5.903400000000005,0.0,4.0,4.373658605925268
2419,CHEMBL2003274,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccncc3)C[C@@H]12,active,375.51200000000006,5.175900000000005,0.0,3.0,5.283988304628546
2420,CHEMBL3752285,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)/C(=C/c3ccc4c(c3)OCO4)C[C@@H]12,active,416.51700000000017,5.285600000000006,0.0,4.0,5.193813240217847
2421,CHEMBL3752166,CN1N=C2[C@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)[C@H]1c1ccccc1,active,400.56600000000014,5.563100000000006,0.0,3.0,5.739904750336289
2422,CHEMBL3794430,O=c1c(Cc2ccncc2)coc2ccccc12,active,237.258,2.7788000000000013,0.0,3.0,5.214663045465919
2423,CHEMBL3793091,O=c1c(Cc2ccncc2)coc2cc(F)ccc12,active,255.248,2.9179000000000013,0.0,3.0,5.301021309861201
2424,CHEMBL3794417,O=c1cc(Cc2ccncc2)oc2cc(F)ccc12,inactive,255.248,2.9179000000000013,0.0,3.0,4.999995657076895
2425,CHEMBL3793530,COc1ccc2c(=O)c(Cc3c[nH]cn3)coc2c1,active,256.26099999999997,2.1155,1.0,4.0,5.102367411345846
2426,CHEMBL3793576,O=c1c(Cc2c[nH]cn2)coc2cc(F)ccc12,active,244.225,2.2460000000000004,1.0,3.0,5.508624296892266
2431,CHEMBL3799189,C[C@H](O)C/C=C/CCCCC1Cc2cc(O)cc(O)c2C(=O)O1,inactive,320.38500000000005,3.066800000000002,3.0,5.0,4.909738419101845
2461,CHEMBL1093458,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,active,373.49600000000004,5.359500000000005,2.0,3.0,5.22184151143531
2463,CHEMBL489,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,inactive,387.523,5.701700000000005,1.0,3.0,3.2757240484568637
2468,CHEMBL3623216,C[C@]12CC(C#N)=C(O)C(=O)[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,active,329.44000000000005,3.5145800000000023,2.0,4.0,5.991442408215753
2479,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,inactive,232.28299999999996,1.3532,2.0,3.0,4.999995657076895
2481,CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,active,272.25600000000003,2.5099000000000014,3.0,5.0,5.292421308407472
2483,CHEMBL3623228,COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1O,inactive,344.3190000000001,2.579100000000001,1.0,7.0,4.917211040487787
2484,CHEMBL3827037,COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1OC(C)=O,inactive,386.35600000000017,2.798800000000001,0.0,8.0,4.917211040487787
2485,CHEMBL9352,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,active,272.25600000000003,2.5099000000000014,3.0,5.0,5.999956572723137
2486,CHEMBL3942918,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCC(N)=O)cc1)c1ccccc1,active,373.452,4.6254000000000035,2.0,3.0,5.033525044770919
2489,CHEMBL3925065,CC(=C(c1ccc(O)cc1)c1ccc(OCC(N)=O)cc1)c1ccc([N+](=O)[O-])cc1,active,404.4220000000001,4.143500000000003,2.0,5.0,5.0121505836393885
2496,CHEMBL2386284,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active,359.469,5.098800000000003,2.0,3.0,5.987542421799226
2497,CHEMBL149791,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,inactive,316.4,5.466900000000006,2.0,2.0,4.604147878428128
2501,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,531.4399999999999,4.205800000000003,0.0,7.0,5.795852874787152
2503,CHEMBL3913908,CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,581.5220000000002,4.009000000000003,0.0,8.0,5.795852874787152
2504,CHEMBL3894912,CC(C)S(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,595.5490000000001,4.3975000000000035,0.0,8.0,5.920782564253433
2505,CHEMBL3922888,O=S(=O)(C1CC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,593.5330000000001,4.151500000000003,0.0,8.0,5.739904750336289
2506,CHEMBL3964421,COCCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,inactive,611.5480000000002,3.635500000000003,0.0,9.0,4.999995657076895
2507,CHEMBL3931836,O=S(=O)(C1CCOCC1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,637.5860000000001,4.168100000000004,0.0,9.0,5.9065432925013965
2509,CHEMBL3968178,O=S(=O)(C(F)F)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,603.4750000000001,4.211700000000003,0.0,8.0,5.420204974731411
2510,CHEMBL3952032,N#CCS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,592.5050000000001,3.512680000000003,0.0,9.0,5.552826458417537
2511,CHEMBL3980889,CS(=O)(=O)CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,active,645.5870000000001,2.9912000000000027,0.0,10.0,5.999956572723137
2512,CHEMBL3960724,O=S(=O)(c1cccs1)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,inactive,635.595,5.1097000000000055,0.0,9.0,4.999995657076895
